"Fiscal Year","Unique Identifier","Deal Number",Decision,"Decision Date","Effective Date","Expiration Date",Brokered,"Deal Cancelled",Country,Program,"Policy Type","Decision Authority","Primary Export Product NAICS/SIC code","Product Description",Term,"Primary Applicant","Primary Lender","Primary Exporter","Primary Exporter City","Primary Exporter State Code","Primary Exporter State Name","Primary Borrower","Primary Source of Repayment (PSOR)","Working Capital Delegated Authority","Approved/Declined Amount","Disbursed/Shipped Amount","Undisbursed Exposure Amount","Outstanding Exposure Amount","Small Business Authorized Amount","Woman Owned Authorized Amount","Minority Owned Authorized Amount","Loan Interest Rate","Multiyear Working Capital Extension",effective_date_01
2007,08082380XX0001,AP082380XX,Approved,2007-02-06,2007-02-06,2007-02-06,No,No,India,Guarantee,N/A,Board,336411,"Aircraft Manufacturing","Long Term","Jet Airways Limited","Citibank, N.A.","Boeing Company, The",Renton,WA,Washington,"Jet Airways Limited","Jet Airways Limited",,173804260,164098117.7,0,0,0,0,0,N/A,,NULL
2007,08082380XX0002,AP082380XX,Approved,2006-06-27,2006-06-27,2006-06-27,No,No,India,Guarantee,N/A,Board,336411,"Aircraft Manufacturing","Long Term","Jet Airways Limited","Financial Institution Acceptable To EIB","Boeing Company, The",Everett,WA,Washington,"Jet Airways Limited","Jet Airways Limited",,232467138,232085079.8,0,0,0,0,0,N/A,,NULL
2007,08082380XX0003,AP082380XX,Approved,2007-10-10,2007-10-10,2007-10-10,No,No,India,Guarantee,N/A,Board,3721,Aircraft,"Long Term","Jet Airways Limited","Barclays Bank Plc","Boeing Company, The",Everett,WA,Washington,"Jet Airways Limited","Jet Airways Limited",,479724972,474742658.2,0,0,0,0,0,N/A,,NULL
2007,08082385XA0001,AP082385XA,Approved,2007-05-24,2007-05-24,2007-05-24,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",333249,"Other Industrial Machinery Manufacturing","Short Term","Jpmorgan Chase Bank N.A.","Jpmorgan Chase Bank N.A.","Mustang Vacuum Systems, Llc",Sarasota,FL,Florida,"Mustang Vacuum Systems, Llc","Mustang Vacuum Systems, Llc",Yes,1800000,1800000,0,0,1800000,0,0,N/A,,NULL
2007,08082390XA0001,AP082390XA,Approved,2007-08-23,2007-08-23,2007-08-23,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5084,"Industrial Machinery and Equipment","Short Term","Branch Banking And Trust Company","Branch Banking And Trust Company","Pool Fact Inc.",Hollywood,FL,Florida,"Pool Fact Inc.","Pool Fact Inc.",Yes,180000,180000,0,0,180000,0,0,N/A,,NULL
2007,08082390XX0002,AP082390XX,Approved,2007-05-11,2007-05-11,2007-05-11,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5091,"Sporting and Recreational Goods and Supplies","Short Term","Branch Banking And Trust Company","Branch Banking And Trust Company","Pool Fact Inc.",Hollywood,FL,Florida,"Pool Fact Inc.","Pool Fact Inc.",Yes,450000,450000,0,0,450000,0,0,N/A,,NULL
2007,08082398XX0001,AP082398XX,Approved,2007-01-30,2007-01-30,2007-01-30,No,No,Austria,Guarantee,N/A,Board,NULL,"Large Commercial Jet Aircraft","Long Term","Austrian Airlines Lease & Finance Co","Barclays Bank Plc","Boeing Company, The",Everett,WA,Washington,"SPC/Austrian Airlines Lease & Finance Co","Austrian Airlines AG",,106567959.5,106567959.5,0,0,0,0,0,N/A,,NULL
2007,08082401XA0001,AP082401XA,Approved,2007-04-24,2007-04-24,2007-04-24,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, ","Short Term","Bridge Bank, N.A.","Bridge Bank, N.A.","Techarmonic, Inc","San Jose",CA,California,"Techarmonic, Inc","Techarmonic, Inc",Yes,2250000,2250000,0,0,2250000,0,0,N/A,,NULL
2007,08082411XX0002,AP082411XX,Approved,1900-01-01,1900-01-01,1900-01-01,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3714,"Motor Vehicle Parts and Accessories","Short Term","World Trade Finance Inc","World Trade Finance Inc","Advanced Metalforming Technologies, Inc.",Oxnard,CA,California,"Advanced Metalforming Technologies, Inc.","Advanced Metalforming Technologies, Inc.",Yes,891000,891000,0,0,0,0,0,N/A,,NULL
2007,08082411XX0003,AP082411XX,Approved,1900-01-01,1900-01-01,1900-01-01,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3714,"Motor Vehicle Parts and Accessories","Short Term","World Trade Finance Inc","World Trade Finance Inc","Advanced Metalforming Technologies, Inc.",Oxnard,CA,California,"Advanced Metalforming Technologies, Inc.","Advanced Metalforming Technologies, Inc.",Yes,891000,891000,0,0,891000,0,0,N/A,,NULL
2007,08082414XA0001,AP082414XA,Approved,2007-08-24,2007-08-24,2007-08-24,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3661,"Telephone and Telegraph Apparatus","Short Term","Manufacturers And Traders Trust Company","Manufacturers And Traders Trust Company","Patton Electronics Co Inc",Gaithersburg,MD,Maryland,"Patton Electronics Co Inc","Patton Electronics Co Inc",Yes,3600000,3600000,0,0,3600000,0,0,N/A,,NULL
2007,08082414XX0002,AP082414XX,Approved,2007-02-26,2007-02-26,2007-02-26,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3661,"Telephone and Telegraph Apparatus","Short Term","Manufacturers And Traders Trust Company","Manufacturers And Traders Trust Company","Patton Electronics Co Inc",Gaithersburg,MD,Maryland,"Patton Electronics Co Inc","Patton Electronics Co Inc",Yes,3600000,3600000,0,0,3600000,0,0,N/A,,NULL
2007,08082424XA0001,AP082424XA,Approved,2007-09-27,2007-09-27,2007-09-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5013,"Motor Vehicle Supplies and New Parts","Short Term","GBC International Bank","GBC International Bank","Thunderbolt Enterprises",Novato,CA,California,"Thunderbolt Enterprises","Thunderbolt Enterprises",Yes,270000,270000,0,0,270000,0,0,N/A,,NULL
2007,08082439XA0001,AP082439XA,Approved,2007-05-05,2007-05-05,2007-05-05,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3531,"Construction Machinery and Equipment","Short Term","Sba, U.S. Export Assistance Center","Midwest Bank & Trust","Aabaco Holdings Ltd.","Grundy Center",IA,Iowa,"Aabaco Holdings Ltd.","Aabaco Holdings Ltd.",Yes,315000,315000,0,0,315000,0,0,N/A,,NULL
2007,08082452XX0002,AP082452XX,Approved,2007-02-08,2007-02-08,2007-02-08,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",7371,"Computer Programming Services","Short Term","Citizens Bank Of Pennsylvania","Citizens Bank Of Pennsylvania","Confluence Technologies Inc",Pittsburgh,PA,Pennsylvania,"Confluence Technologies Inc","Confluence Technologies Inc",Yes,1350000,1350000,0,0,1350000,0,0,N/A,,NULL
2007,08082458XA0001,AP082458XA,Approved,2007-05-15,2007-05-15,2007-05-15,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",541310,"Architectural Services","Short Term","Wells Fargo Bank Minnesota Na","Wells Fargo Bank, Na","Ellerbe Becket Company",Minneapolis,MN,Minnesota,"Ellerbe Becket Company","Ellerbe Becket Company",Yes,1350000,1350000,0,0,0,0,0,N/A,,NULL
2007,08082461XX0002,AP082461XX,Approved,2007-03-29,2007-03-29,2007-03-29,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3559,"Metalworking Machinery - NEC","Short Term","Pnc Bank N.A.","Pnc Bank N.A.","Aquatech International Corp",Canonsburg,PA,Pennsylvania,"Aquatech International Corp","Aquatech International Corp",Yes,22500000,22500000,0,0,22500000,22500000,22500000,N/A,,NULL
2007,08082462XX0002,AP082462XX,Approved,2007-09-27,2007-09-27,2007-09-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3823,"Industrial Instruments for Measurement - Display -","Short Term","Sovereign Bank","Sovereign Bank","Kahn Industries Inc",Wethersfield,CT,Connecticut,"Kahn Industries Inc","Kahn Industries Inc",Yes,1125000,1125000,0,0,1125000,0,0,N/A,,NULL
2007,08082471XA0001,AP082471XA,Approved,2007-07-27,2007-07-27,2007-07-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",541330,"Engineering Services","Short Term","Bank Of America N.A.","Bank Of America N.A.","Offshore Kinematics, Inc.",Houston,TX,Texas,"Offshore Kinematics, Inc.","Offshore Kinematics, Inc.",Yes,540000,540000,0,0,0,0,0,N/A,,NULL
2007,08082472XX0002,AP082472XX,Approved,2006-10-23,2006-10-23,2006-10-23,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3829,"Measuring and Controlling Devices - NEC","Short Term","Branch Banking And Trust Company","Branch Banking And Trust Company","Sutron Corporation",Sterling,VA,Virginia,"Sutron Corporation","Sutron Corporation",Yes,738000,738000,0,0,0,0,0,N/A,,NULL
2007,08082477XA0001,AP082477XA,Approved,2007-05-18,2007-05-18,2007-05-18,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5082,"Construction and Mining Machinery and Equipment","Short Term","Amegy Bank National Association","Amegy Bank National Association","Ceca Supply & Services Inc.",Houston,TX,Texas,"Ceca Supply & Services Inc.","Ceca Supply & Services Inc.",Yes,5400000,5400000,0,0,5400000,0,5400000,N/A,,NULL
2007,08082481XA0001,AP082481XA,Approved,2007-05-25,2007-05-25,2007-05-25,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3544,"Special Dies and Tools - Die Sets - Jigs and Fixture","Short Term","Jpmorgan Chase Bank N.A.","Jpmorgan Chase Bank N.A.","Service Tool International","Elk Grove Village",IL,Illinois,"Service Tool International","Service Tool International",Yes,2700000,2700000,0,0,2700000,0,0,N/A,,NULL
2007,08082520XA0001,AP082520XA,Approved,2007-05-17,2007-05-17,2007-05-17,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5122,"Drugs - Drug Proprietaries. and Druggists' Sundries","Short Term","Gbc International Bank","Gbc International Bank","Valley Of The Sun Cosmetics Llc",Gardena,CA,California,"Valley Of The Sun Cosmetics Llc","Valley Of The Sun Cosmetics Llc",Yes,855000,855000,0,0,855000,0,855000,N/A,,NULL
2007,08082524XX0002,AP082524XX,Approved,2007-08-13,2007-08-13,2007-08-13,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3999,"Manufacturing Industries - NEC","Short Term","Bank Of America N.A.","Bank Of America N.A.","Htd Heat Trace Inc.",Flemington,NJ,"New Jersey","Htd Heat Trace Inc.","Htd Heat Trace Inc.",Yes,540000,540000,0,0,540000,0,0,N/A,,NULL
2007,08082535XA0001,AP082535XA,Approved,2007-09-05,2007-09-05,2007-09-05,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3111,"Leather Tanning and Finishing","Short Term","Td Banknorth Na","Td Banknorth Na","Foothills Leather Company, Inc.",Gloversville,NY,"New York","Foothills Leather Company, Inc.","Foothills Leather Company, Inc.",Yes,1575000,1575000,0,0,1575000,0,0,N/A,,NULL
2007,08082535XX0002,AP082535XX,Approved,1900-01-01,1900-01-01,1900-01-01,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3111,"Leather Tanning and Finishing","Short Term","Td Banknorth Na","Td Banknorth Na","Foothills Leather Company, Inc.",Gloversville,NY,"New York","Foothills Leather Company, Inc.","Foothills Leather Company, Inc.",Yes,1575000,1575000,0,0,1575000,0,0,N/A,,NULL
2007,08082542XX0002,AP082542XX,Approved,2007-04-20,2007-04-20,2007-04-20,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3589,"Service Industry Machinery - NEC","Short Term","Omnibank, N.A.","Omnibank, N.A.","Headworks Inc.",Houston,TX,Texas,"Headworks Inc.","Headworks Inc.",Yes,675000,675000,0,0,675000,0,675000,N/A,,NULL
2007,08082543XA0001,AP082543XA,Approved,2007-09-27,2007-09-27,2007-09-27,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",424720,"Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations","Short Term","East West Bank","East West Bank","Lub Line Corp.",Spring,TX,Texas,"Lub Line Corp.","Lub Line Corp.",Yes,1350000,1350000,0,0,1350000,0,1350000,N/A,,NULL
2007,08082543XX0002,AP082543XX,Approved,2006-12-13,2006-12-13,2006-12-13,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5172,"Petroleum and Petroleum Products Wholesalers - Exce","Short Term","East West Bank","East West Bank","Lub Line Corp.",Spring,TX,Texas,"Lub Line Corp.","Lub Line Corp.",Yes,540000,540000,0,0,540000,0,540000,N/A,,NULL
2007,08082544XA0001,AP082544XA,Approved,2007-08-14,2007-08-14,2007-08-14,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",334220,"Radio and Television Broadcasting and Wireless Communications Equipment Man","Short Term","Silicon Valley Bank","Silicon Valley Bank","Minerva Networks Inc",Alviso,CA,California,"Minerva Networks Inc","Minerva Networks Inc",Yes,450000,450000,0,0,450000,0,0,N/A,,NULL
2007,08082547XX0001,AP082547XX,Approved,2007-05-23,2007-05-23,2007-05-23,No,No,Chile,Guarantee,N/A,Board,336411,"Aircraft Manufacturing","Long Term","LATAM Airlines Group S.A.","Private Export Funding Corporation","Boeing Company, The",Everett,WA,Washington,"Spv/Lan Airlines S.A.","LAN Cargo S.A.",,142356300,137404503.5,0,0,0,0,0,N/A,,NULL
2007,08082552XA0001,AP082552XA,Approved,2007-09-07,2007-09-07,2007-09-07,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",339999,"All Other Miscellaneous Manufacturing","Short Term","Silicon Valley Bank","Silicon Valley Bank","Reveal Imaging Technologies, Inc.",Bedford,MA,Massachusetts,"Reveal Imaging Technologies, Inc.","Reveal Imaging Technologies, Inc.",Yes,1800000,1800000,0,0,1800000,0,0,N/A,,NULL
2007,08082554XX0001,AP082554XX,Approved,2007-03-20,2007-03-20,2007-03-20,No,No,Mexico,Guarantee,N/A,"Loan/Credit Committee",NULL,N/A,"Medium Term","Banco Santander Serfin S.A.","Banco Santander Serfin S.A.","Gulf Special Service, Inc.",Brownsville,TX,Texas,"Eseasa Construcciones, S.A. De C.V.","Eseasa Construcciones, S.A. De C.V.",,3488890,3488890,0,0,0,0,0,N/A,,NULL
2007,08082556XX0002,AP082556XX,Approved,2006-10-20,2006-10-20,2006-10-20,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5084,"Industrial Machinery and Equipment","Short Term","Branch Banking And Trust Company","Branch Banking And Trust Company","Westex Group Inc",Rockville,MD,Maryland,"Westex Group Inc","Westex Group Inc",Yes,2700000,2700000,0,0,2700000,0,2700000,N/A,,NULL
2007,08082558XA0001,AP082558XA,Approved,2007-08-10,2007-08-10,2007-08-10,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",333911,"Pump And Pumping Equipment Manufacturing","Short Term","City National Bank","City National Bank","Aquatec Water Systems Inc.",Irvine,CA,California,"Aquatec Water Systems Inc.","Aquatec Water Systems Inc.",Yes,1800000,1800000,0,0,1800000,0,0,N/A,,NULL
2007,08082564XX0001,AP082564XX,Approved,2007-11-19,2007-11-19,2007-11-19,No,No,Mexico,Guarantee,N/A,Board,3511,"Steam - Gas - and Hydraulic Turbines - and Turbine Ge","Long Term",Bnp-Paribas,Bnp-Paribas,"Siemens Energy, Inc.",Orlando,FL,Florida,"Comision Federal De Electricidad","Comision Federal De Electricidad",,18925493,18907602.82,0,0,0,0,0,N/A,,NULL
2007,08082564XX0002,AP082564XX,Approved,2007-11-19,2007-11-19,2007-11-19,No,No,Mexico,Guarantee,N/A,Board,3511,"Steam - Gas - and Hydraulic Turbines - and Turbine Ge","Long Term",Bnp-Paribas,Bnp-Paribas,"Siemens Energy, Inc.",Orlando,FL,Florida,"Comision Federal De Electricidad","Comision Federal De Electricidad",,2255025,2255025,0,0,0,0,0,N/A,,NULL
2007,08082564XX0003,AP082564XX,Approved,2007-11-19,2007-11-19,2007-11-19,No,No,Mexico,Guarantee,N/A,Board,3511,"Steam - Gas - and Hydraulic Turbines - and Turbine Ge","Long Term",Bnp-Paribas,Bnp-Paribas,"Siemens Energy, Inc.",Orlando,FL,Florida,"Comision Federal De Electricidad","Comision Federal De Electricidad",,4294290,1362075.42,0,0,0,0,0,N/A,,NULL
2007,08082564XX0004,AP082564XX,Approved,2007-11-19,2007-11-19,2007-11-19,No,No,Mexico,Guarantee,N/A,Board,3511,"Steam - Gas - and Hydraulic Turbines - and Turbine Ge","Long Term",Bnp-Paribas,Bnp-Paribas,"Siemens Energy, Inc.",Orlando,FL,Florida,"Comision Federal De Electricidad","Comision Federal De Electricidad",,1844505,808747.38,0,0,0,0,0,N/A,,NULL
2007,08082565XA0001,AP082565XA,Approved,2007-09-12,2007-09-12,2007-09-12,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",NULL,N/A,"Short Term","Bremer Bank, National Association","Bremer Bank, National Association","Midwest Ag Enterprises, Inc.",Marshall,MN,Minnesota,"Midwest Ag Enterprises, Inc.","Midwest Ag Enterprises, Inc.",Yes,300000,300000,0,0,300000,0,0,N/A,,NULL
2007,08082572XA0001,AP082572XA,Approved,2007-07-10,2007-07-10,2007-07-10,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5147,"Meats and Meat Products","Short Term","Gbc International Bank","Gbc International Bank","Piedmont Trading Inc.",Raleigh,NC,"North Carolina","Piedmont Trading Inc.","Piedmont Trading Inc.",Yes,720000,720000,0,0,720000,0,0,N/A,,NULL
2007,08082572XX0002,AP082572XX,Approved,2007-03-02,2007-03-02,2007-03-02,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",5147,"Meats and Meat Products","Short Term","Gbc International Bank","Gbc International Bank","Piedmont Trading Inc.",Raleigh,NC,"North Carolina","Piedmont Trading Inc.","Piedmont Trading Inc.",Yes,270000,270000,0,0,270000,0,0,N/A,,NULL
2007,08082587XX0002,AP082587XX,Approved,2007-06-19,2007-06-19,2007-06-19,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3559,"Metalworking Machinery - NEC","Short Term","Silicon Valley Bank","Silicon Valley Bank","Amtech Systems Inc",Tempe,AZ,Arizona,"Amtech Systems Inc","Amtech Systems Inc",Yes,900000,900000,0,0,900000,900000,900000,N/A,,NULL
2007,08082608XX0002,AP082608XX,Approved,2007-09-13,2007-09-13,2007-09-13,No,No,"United States","Working Capital",N/A,"Individual Delegated Authority",3585,"Air-Conditioning and Warm Air Heating Equipment an","Short Term","Jp Morgan Chase Bank, Na","Jp Morgan Chase Bank, Na","Turbine Air Systems Ltd",Houston,TX,Texas,"Turbine Air Systems Ltd","Turbine Air Systems Ltd",Yes,7200000,7200000,0,0,7200000,0,0,N/A,,NULL
2007,08082619XX0002,AP082619XX,Approved,2007-06-29,2007-06-29,2007-06-29,No,No,"United States","Working Capital",N/A,Board,3559,"Metalworking Machinery - NEC","Short Term","Pnc Bank N.A.","Pnc Bank N.A.","Aquatech International Corp",Canonsburg,PA,Pennsylvania,"Aquatech International Corp","Aquatech International Corp",,20700000,20700000,0,0,20700000,20700000,20700000,N/A,,NULL
2007,08082625XX0001,AP082625XX,Approved,2008-07-21,2008-07-21,2008-07-21,No,No,"Saudi Arabia",Guarantee,N/A,Board,541330,"Engineering Services","Long Term","Saudi Chevron Phillips","BNP Paribas","WorleyParsons Group, Inc.",Houston,TX,Texas,"Saudi Polymers Company Limited","Saudi Polymers Company Limited",,429482407,496947079.8,0,0,1047937,0,0,N/A,,NULL
2007,08082625XX0002,AP082625XX,Approved,2008-07-21,2008-07-21,2008-07-21,No,No,"Saudi Arabia",Guarantee,N/A,Board,541330,"Engineering Services","Long Term","Saudi Chevron Phillips","BNP Paribas","WorleyParsons Group, Inc.",Houston,TX,Texas,"Saudi Polymers Company Limited","Saudi Polymers Company Limited",,75791014,87432686.68,0,0,184930,0,0,N/A,,NULL
2007,08082625XX0003,AP082625XX,Approved,2008-07-21,2008-07-21,2008-07-21,No,No,"Saudi Arabia",Guarantee,N/A,Board,541330,"Engineering Services","Long Term","Saudi Chevron Phillips","BNP Paribas","WorleyParsons Group, Inc.",Houston,TX,Texas,"Saudi Polymers Company Limited","Saudi Polymers Company Limited",,81376116,2613404.55,0,0,198558,0,0,N/A,,NULL
